id,name,latitude,longitude,,,,,,,,,
12168858,LOVELY private double room walk Acropolis Athens,37.96244,23.7217,,,,,,,,,
12177940,1930᾽s fully renovated listed Athenian house,37.96621,23.72426,,,,,,,,,
12179521,Athens Center Exarcheia Komninon Apt No1,37.98728,23.74085,,,,,,,,,
12181483,Downtown Victoria Hestia,37.995,23.73085,,,,,,,,,
12182711,Diamond Penthouse + Roofgarden with View,37.99917,23.76636,,,,,,,,,
12193432,Nice flat terrace  - center Athens,37.9866,23.73997,,,,,,,,,
12205814,Super (Hidden by Airbnb) Acropolis View Dream (5),37.97964,23.71242,,,,,,,,,
12222312,Athens Loft with Acropolis view!,37.98025,23.72561,,,,,,,,,
12236800,Hypnos στη Στέγη,37.95896,23.71955,,,,,,,,,
12242042,Acropolis 1,37.96699,23.73054,,,,,,,,,
12252714,Sunny Room Close to Parthenon,37.96466,23.72372,,,,,,,,,
12265240,"Amazing, comfy apt, close to metro and the center!",38.01207,23.73387,,,,,,,,,
12266573,comfortable apartment in Athens,37.98546,23.72453,,,,,,,,,
12283556,Spectacular Athens View!,37.99194,23.76359,,,,,,,,,
12296454,ACROPOLIS PARTHENON PLAKA CENTRAL COZY47% DISCOUNT,37.9723,23.73335,,,,,,,,,
12298777,"The DreamHouse: 5 Bedrooms under Acropolis, Plaka",37.97121,23.72898,,,,,,,,,
12304265,Green Leaf Oasis under the Acropolis,37.96876,23.72448,,,,,,,,,
12321423,HAPPY HOUSE in the CENTER OF ATHENS,38.01038,23.73148,,,,,,,,,
12327895,Athens central and cozy flat with green view,37.96941,23.74938,,,,,,,,,
12333241,Your studio with Acropolis view,37.97811,23.72403,,,,,,,,,
12339162,The Belgian Connection in Koukaki by JJ Hospitality,37.96384,23.72488,,,,,,,,,
12354745,"Acropolis View,Central Athens Flat",37.98108,23.72595,,,,,,,,,
12356737,Ap/ment in the middle of everything,37.96293,23.73161,,,,,,,,,
12361959,Βολικό διαμέρισμα - μεζονέτα,37.98856,23.72298,,,,,,,,,
12381069,,37.99545,23.74991,,,,,,,,,
12395952,a cozy student flat downtown Athens,37.99225,23.72764,,,,,,,,,
12399378,Aphrodite downtown near Victoria,37.99727,23.73111,,,,,,,,,
12400678,Bright and airy apartment in Gazi,37.98183,23.71297,,,,,,,,,
12401489,Cozy house in the city center,37.99236,23.74869,,,,,,,,,
12406799,Best views of Athens *New*,37.97452,23.72982,,,,,,,,,
12419291,Cozy apartment in central Athens,38.00118,23.73165,,,,,,,,,
12421246,Vintage Spacious Apt Huge balcony,37.98599,23.74048,,,,,,,,,
12427549,Nice apt at the center of Athens,37.98815,23.75137,,,,,,,,,
12440119,Cozy apartment with panoramic view,37.98761,23.74782,,,,,,,,,
12444997,NakosHomes|Luxury Apartments,37.96796,23.73094,,,,,,,,,
12450920,"διπλα στα αξιοθεατα,οικογενειακο",37.95718,23.74002,,,,,,,,,
12461768,breathtaking view amazing apartment,37.9771,23.75671,,,,,,,,,
12463922,Luxury Penthouse with Acropolis View,37.97668,23.71776,,,,,,,,,
12467577,simple stay in Kato Petralona,37.96931,23.70695,,,,,,,,,
12476660,Your stay next to Acropolis!,37.96697,23.72792,,,,,,,,,
12477603,ROOM in roofgarden central house for cat lovers,37.99336,23.7665,,,,,,,,,
12486026,Daylight Apartment,37.99,23.74444,,,,,,,,,
12491911,Acropolis at Home:Loft with a View,37.97912,23.73006,,,,,,,,,
12500986,El classico in the city center 70sqm appartment,37.98704,23.72775,,,,,,,,,
12504525,Apartment in the Heart of Athens,37.97023,23.74487,,,,,,,,,
12525342,ABA - GRAND APARTMENT,37.96622,23.7318,,,,,,,,,
12527248,Captain's Quarters by the Athens Hilton,37.97467,23.74893,,,,,,,,,
12531224,Stylish Two-Bedroom flat 1rst Floor near metro,37.95872,23.73578,,,,,,,,,
12541475,Cosy 19th cent. athenian house&yard,37.98735,23.73542,,,,,,,,,
12549584,Apartment in the centre of Athens,37.99674,23.72903,,,,,,,,,
12560827,Luxurious maisonette-Acropolis view,37.96551,23.71029,,,,,,,,,
12562240,# Petite Maison at the heart of Athens !,37.97344,23.74531,,,,,,,,,
12564421,,37.97974,23.74228,,,,,,,,,
12584296,Acropolis Home Sweet Home,37.96771,23.7294,,,,,,,,,
12586886,Affordable Luxury,37.95657,23.7177,,,,,,,,,
12612983,Acropolis Boutique Suite,37.96852,23.72971,,,,,,,,,
12621927,The Parthenon Observatory apt.,37.97671,23.71709,,,,,,,,,
12627997,Acropolis majestic view cozy studio,37.96496,23.7365,,,,,,,,,
12639647,Stadium 1bdr HiEnd quiet Flat | Top Location,37.96976,23.74144,,,,,,,,,
12662264,Ambient apartment in Exarheia,37.98684,23.74086,,,,,,,,,
12662793,Amazing view  studio 6' city center,37.9937,23.76262,,,,,,,,,
12665787,"Acropolis Boutique Studio, Koukaki",37.96683,23.72856,,,,,,,,,
12668874,My Fancy Apartment (1.8km Acropolis / 5m Metro),37.95782,23.72701,,,,,,,,,
12674637,Lovely studio 10 min to Acropolis,37.98772,23.72102,,,,,,,,,
12689332,"Home in Centre, Exarhia",37.98615,23.74094,,,,,,,,,
12692563,"Center 5, (4-bedr)",37.98833,23.72793,,,,,,,,,
12693785,"Sweet studio, Athens center Rooftop view acropolis",37.98444,23.71971,,,,,,,,,
12697260,Bright and charming vintage home,37.99341,23.75577,,,,,,,,,
12701362,Art room 2 - Athens City Center,37.99837,23.73393,,,,,,,,,
12701396,Art Apartment Athens City Center,37.99669,23.7338,,,,,,,,,
12709075,Julia's  Athens home city center,37.95265,23.72499,,,,,,,,,
12722089,★Private 5 Star Hidden GEM Next To The Acropolis★,37.96257,23.72039,,,,,,,,,
12723631,Apartment with view in Athens,38.02504,23.73374,,,,,,,,,
12750253,"87 m2 PENTHOUSE, NEAR METRO, SUNNY",37.99028,23.75966,,,,,,,,,
12753441,"apartment, private terrace, amazing view",37.96851,23.72595,,,,,,,,,
12756417,Cozy studio in the heart of Athens,37.97858,23.73508,,,,,,,,,
12760838,ACROPOLIS VIEW!Beautiful & Perfectly Located Flat!,37.97995,23.72012,,,,,,,,,
12768748,"In the heart of Athens, NEAPOLI",37.98624,23.74399,,,,,,,,,
12795248,Metro Sygrou Fix Apt 8 min walking from Acropolis,37.96451,23.72413,,,,,,,,,
12801924,Cozy 76 sqm. flat in central Athens,38.00783,23.73822,,,,,,,,,
12840781,Alice art gallery Kolonaki DeXameni,37.97873,23.74287,,,,,,,,,
12842945,υπεροχο ρετιρε στο κεντρο αθηνας,37.96419,23.7496,,,,,,,,,
12849077,Travel Resort,37.99798,23.72925,,,,,,,,,
12858718,Light & Casual Studio@Psirri,37.97772,23.72508,,,,,,,,,
12864326,Athens City Suite - 5* stay!,37.99534,23.73842,,,,,,,,,
12877129,Modern & Charm Studio@Psirri,37.97795,23.72521,,,,,,,,,
12878287,Amazing detached house,37.95371,23.72452,,,,,,,,,
12878761,Modern & Comfy Flat/Family@Psirri,37.97571,23.72512,,,,,,,,,
12879659,Elegant TWO Rooms with PRIVATE bath in Town House,37.96732,23.72434,,,,,,,,,
12888206,AMAZING TOP LOCATION BY  ACROPOLIS.,37.9765,23.72604,,,,,,,,,
12888933,Michel's Cozy Studio,37.95759,23.73654,,,,,,,,,
12893692,Next to metro/In the center of Athens,37.99707,23.72055,,,,,,,,,
12898977,"beautiful view,quiet house,in the center of Athens",37.9702,23.74962,,,,,,,,,
12901507,Center of Athens safe flat near to metro WIFI,37.98276,23.73309,,,,,,,,,
12904452,"Warm, bright, two-storey penthouse",37.99342,23.74423,,,,,,,,,
12909612,Apartment in Gkyzi area,37.99525,23.75029,,,,,,,,,
12911092,Plaka Acropolis 80m2 boutique apt ideal location,37.974,23.731,,,,,,,,,
12913295,View of Acropolis from your bed!,37.96577,23.73409,,,,,,,,,
12913527,"KOKONI APARTMENTS AMBELOKIPI, ATHENS #.1",37.99554,23.76093,,,,,,,,,
12916798,Penthouse Studio in Central Athens,37.99411,23.72751,,,,,,,,,
12922484,Acropolis ANCIENT HISTORY CENTER,37.97581,23.71636,,,,,,,,,
12923641,Apartment,38.00553,23.73864,,,,,,,,,
12930307,⭐ Eco papercutshome -Balcony/Parking,37.98187,23.71402,,,,,,,,,
12931756,"Brand new, central, premium, cozy & convenient",37.96875,23.75306,,,,,,,,,
12938659,NEW Urban Chic Apartment near the Acropolis,37.96002,23.73032,,,,,,,,,
12939021,Athens  ancient olympic stadium apartment,37.97124,23.74219,,,,,,,,,
12942569,Luxury penthouse downtown Athens,37.98854,23.73355,,,,,,,,,
12948824,Acropolis - apartment -Monastiraki,37.97615,23.72676,,,,,,,,,
12952828,Cozy apartment in the center of Athens,37.98361,23.73835,,,,,,,,,
12961205,Διαμέρισμα στο κέντρο της πόλης,37.97966,23.74547,,,,,,,,,
12967404,Car gallery apt 5 min from metro st,38.00018,23.71646,,,,,,,,,
12976607,Amazing view of Acropolis and Anafiotika in Plaka,37.97379,23.72983,,,,,,,,,
12980598,1 BEDROOM APT - ACROPOLIS VIEW PRIVATE TERRACE,37.97723,23.72615,,,,,,,,,
12985350,City center (historic triangle) Apartment,37.97963,23.72155,,,,,,,,,
12985450,At the center of the city,37.98589,23.7433,,,,,,,,,
12992813,"Spacious apartment, central Athens",37.98897,23.76212,,,,,,,,,
12993828,Cosy and easily accessible apartment,37.96425,23.7445,,,,,,,,,
12994205,SV Acropolis Residence - 1920’s Residence,37.96909,23.72415,,,,,,,,,
12997787,Sunny apartment on nice Athens square,37.96783,23.74903,,,,,,,,,
13012033,2 bedroom Apt 2 min away from metro,37.99136,23.72315,,,,,,,,,
13012182,1 bedroom Apt 2 min away from metro,37.99318,23.72505,,,,,,,,,
13015874,Athenian house of 1920,37.99539,23.72878,,,,,,,,,
13035089,IV.Hip studio apartment in downtown Athens,37.97681,23.73303,,,,,,,,,
13035712,A cozy little home near downtown!,37.99706,23.74759,,,,,,,,,
13035789,Apartment near Acropolis,37.96308,23.72996,,,,,,,,,
13035913,III.Elegant apartment in the heart of Athens,37.97663,23.73247,,,,,,,,,
13037016,A-24. Stylish Apartment in the Center of Athens,37.9876,23.74676,,,,,,,,,
13039289,Zenios Ippokratis-Comfortable apt in Athens center,37.98421,23.7383,,,,,,,,,
13044632,Cozy central apartment,37.98555,23.71541,,,,,,,,,
13059888,Central ultra design 3b penthouse with roof garden,37.98674,23.74765,,,,,,,,,
13062896,"Lovely, sunny and comfortable downtown Athens apt.",37.98695,23.73939,,,,,,,,,
13063669,NEW 1BR architect's downtown apt/historic building,37.98357,23.73569,,,,,,,,,
13071483,Aphrodite the house of beauty - Greek god's houses,38.00959,23.73039,,,,,,,,,
13073745,An ideal hot spot for Athens lovers,37.98672,23.7352,,,,,,,,,
13075560,Calm & elegant near metro stations,38.00124,23.71655,,,,,,,,,
13086140,Kallimarmaro Residence  *****,37.96625,23.74066,,,,,,,,,
13094486,"50m from metro.Newly renovated,sunny apartment.",37.98932,23.75635,,,,,,,,,
13095350,50m from metro Sunny studio with large roof garden,37.98941,23.75568,,,,,,,,,
13098678,Cosy room in a student appartment,38.01789,23.73323,,,,,,,,,
13099190,Downtown Athens apartment,37.9662,23.74534,,,,,,,,,
13101653,Cosy studio flat 5km from downtown,38.01796,23.73455,,,,,,,,,
13105446,JASMINE in the heart of Kolonaki.,37.97657,23.74472,,,,,,,,,
13108233,Gogo new word.,37.95921,23.72536,,,,,,,,,
13110148,"Contemporary Elegance in Plaka, Athens Old Town",37.97112,23.73003,,,,,,,,,
13120190,An apartment next to everywhere!,38.00712,23.73432,,,,,,,,,
13120233,Unique and cozy house in Exarcheia,37.98667,23.73809,,,,,,,,,
13121121,Central Luxury Suite with Jacuzzi&Acropolis View,37.97873,23.70794,,,,,,,,,
13122903,"Cozy, calm central apartment, next to Kallimarmaro",37.96541,23.73871,,,,,,,,,
13123584,Central Luxury Apartment /Jacuzzi&Acropolis View,37.97862,23.71086,,,,,,,,,
13126148,"Minimal, Historical Townhouse near Athens centre!",38.00637,23.73653,,,,,,,,,
13127836,Lena’s Ηome Acropoli,37.9665,23.72391,,,,,,,,,
13134354,"6 min from City Center in Safe Area, Cosy Flat",37.99337,23.76151,,,,,,,,,
13138574,Athens-Syntagma  independent studio,37.97636,23.73045,,,,,,,,,
13145534,The monumental hostel of Athens --Mini room,37.97678,23.73018,,,,,,,,,
13147142,Private flat center of athens,37.98513,23.74194,,,,,,,,,
13150774,Luxurious appt huge veranda,38.00161,23.73913,,,,,,,,,
13163739,Little shelter on the slope of Philopappou Hill,37.96532,23.71065,,,,,,,,,
13169260,"5 min from Acropolis, New Apartment, Amazing View",37.96999,23.73081,,,,,,,,,
13169425,Comfortable downtown apartment,37.98174,23.71783,,,,,,,,,
13188948,"A penthouse with view to Acropolis,city centre.",37.98253,23.71676,,,,,,,,,
13191838,"Quiet, renovated studio near Areos Park",37.99391,23.74522,,,,,,,,,
13195012,Elegant downtown appartment,37.95541,23.72675,,,,,,,,,
13196992,Hidden Studio in Athens Centre (Exarchia),37.98683,23.73348,,,,,,,,,
13198453,In the historic center of Athens 1' to metro st.,37.98477,23.71974,,,,,,,,,
13198517,Central Area Penthouse Roof Garden Acropolis view,37.96894,23.74341,,,,,,,,,
13199026,Central & Cozy APT,38.00143,23.73221,,,,,,,,,
13199776,Cool apartment in Downtown Athens,37.98259,23.71487,,,,,,,,,
13205413,"Cozy, top-floor apartment - heart of Athens",37.96928,23.71184,,,,,,,,,
13212332,Beatiful apartment in the centre of Athens,37.98208,23.71706,,,,,,,,,
13228093,Lycabetous Sunset Apartment 65m2 - City center,37.98599,23.75257,,,,,,,,,
13246767,Luxury Suite Apt5120,37.98857,23.74975,,,,,,,,,
13252360,Cozy Apartment near center of Athens,37.99532,23.73264,,,,,,,,,
13254894,Beautiful apartment in the center of Athens,37.97312,23.74703,,,,,,,,,
13257304,Big room in Patisia area,38.01254,23.73845,,,,,,,,,
13276334,New Relaxed Central Apartment ☆ Walk Everywhere ☆,37.96686,23.73145,,,,,,,,,
13276589,Happy Place at the foot of Acropolis,37.9737,23.71849,,,,,,,,,
13285501,Penthouse with eye-level to Acropolis!,37.96728,23.71079,,,,,,,,,
13293190,cozy apartment next to Archealogical Museum,37.98883,23.73626,,,,,,,,,
13296222,"Elegant, fully equipped apt under the Acropolis",37.96759,23.72745,,,,,,,,,
13302641,Zeus-115m2 Penthouse Apartment-Acropolis view,37.97779,23.72924,,,,,,,,,
13304153,The White House Plaka Mansion by JJ Hospitality,37.97126,23.73026,,,,,,,,,
13305230,Classical Athenian residence,37.97317,23.74941,,,,,,,,,
13308906,Apartment with a gorgeous view,37.96496,23.74053,,,,,,,,,
13310071,"Spacious downtown flat, next to the Athens Hilton",37.97758,23.75255,,,,,,,,,
13311384,A sunny and modern designed 120m2 apartment,37.99739,23.77545,,,,,,,,,
13312806,"Cosy Apartment, 150m from Acropolis Metro",37.97028,23.73049,,,,,,,,,
13320183,KYMA Apartments - Athens Acropolis 8,37.96013,23.72123,,,,,,,,,
13325255,"Acropolis, Plaka",37.97468,23.72775,,,,,,,,,
13329082,Cosy studio appartment near Athens center,38.00529,23.73808,,,,,,,,,
13331887,Venus-100m2 Apartment-2 Master Bedrooms,37.97932,23.72726,,,,,,,,,
13332606,Odyssey-120m2 Apartment-Acropolis view & Sauna,37.97815,23.72693,,,,,,,,,
13337047,Apartment in Athens Downtown - Near Subway Station,37.97826,23.74931,,,,,,,,,
13338880,Ένα σπίτι στην πιο όμορφη γειτονιά της Αθήνας!!,37.97059,23.74189,,,,,,,,,
13339367,Easy going Tower of Athens,38.00095,23.73635,,,,,,,,,
13339455,Lovely loft with Akropolis view,37.96521,23.74265,,,,,,,,,
13341087,Stylish apartment 2' from National Museum,37.98815,23.73395,,,,,,,,,
13343621,The Ancient View,37.97635,23.72754,,,,,,,,,
13346189,City centre top floor studio with marvellous view,37.98518,23.7263,,,,,,,,,
13349627,Big 2 bedrooms apartment near Acropolis-7 min walk,37.96481,23.72187,,,,,,,,,
13351413,Special apartment near Acropolis(12 min walk),37.96303,23.7171,,,,,,,,,
13352562,Airy flat at 5th floor,37.9938,23.72398,,,,,,,,,
13356259,Cosy studio apartment (newly renovated),37.98986,23.7401,,,,,,,,,
13356637,Acropolis View Apartment,37.9682,23.72494,,,,,,,,,
13380245,hohoho,37.99054,23.71287,,,,,,,,,
13382357,"Comfortable apt, 2 bedrooms, 2 bathrooms. Sleeps 6",37.98009,23.7233,,,,,,,,,
13382512,Vintage styled apartment in Athens,37.95785,23.74073,,,,,,,,,
13388189,Athens House*****+Friendly and cozy,38.00917,23.72757,,,,,,,,,
13388921,Aesthetic loft with great view of Parthenon.,37.97856,23.72914,,,,,,,,,
13405486,Beautiful flat in Acropolis Koukaki,37.96556,23.72406,,,,,,,,,
13409388,Beautiful rooftop flat with Acropolis view,37.97292,23.73174,,,,,,,,,
13410584,Spacious Loft w. huge balcony _ Acropolis view,37.97909,23.72243,,,,,,,,,
13414771,Nice Apartment Near City Center,37.99005,23.76802,,,,,,,,,
13423948,#1 Joint Colors Apartments,38.01164,23.73527,,,,,,,,,
13430048,ATHENS VIEW LOFT - 01,37.96162,23.72879,,,,,,,,,
13430159,Lux apt w/ Acropolis view,37.97482,23.73023,,,,,,,,,
13432293,Retro apartment near metro and city center,37.97241,23.74653,,,,,,,,,
13442204,Athens Best View - Metz 2,37.96795,23.73778,,,,,,,,,
13454446,Luxurious flat in Kolonaki,37.97966,23.73772,,,,,,,,,
13456339,"2 stylish, apts, balconies, local feel, sleep 12",37.98009,23.7233,,,,,,,,,
13457280,"Central flat, next to the Metro station",37.98621,23.72059,,,,,,,,,
13464869,Central apartment 59m2,37.98378,23.74155,,,,,,,,,
13472096,"Ancient Olympic Stadium,between all monuments",37.96961,23.74367,,,,,,,,,
13476393,Spacious Penthouse in Athens center,37.97883,23.75336,,,,,,,,,
13477748,Athenian Neoclassical Apartment,37.99103,23.74617,,,,,,,,,
13485485,Cute apartment in the historic center of Athens,37.96869,23.70892,,,,,,,,,
13486998,1 bedroom flat in central Athens,38.00202,23.72842,,,,,,,,,
13494666,Top Floor Studio Near Metro,37.97648,23.75433,,,,,,,,,
13500017,"Sunny, Good Vibes, Three bed flat (SGVT)",37.99624,23.73358,,,,,,,,,
13502189,Central apartment in Plaka near the Acropolis,37.97437,23.73071,,,,,,,,,
13502753,Newly Furnished city center flat,37.99772,23.72703,,,,,,,,,
13505582,Elegant pied-a-terre on a quiet pedestrian street,37.98032,23.73601,,,,,,,,,
13512841,75 sq.m Spacious apartment near Metro,37.9714,23.74273,,,,,,,,,
13518239,Plug & Stay,37.97172,23.74764,,,,,,,,,
13520236,"Grey Apartment - Athens Center, 4 BD, 2 BATH",37.99669,23.73595,,,,,,,,,
13520652,"Green Apartment - Athens Center, 3 BD, 1 BATH",37.99669,23.73595,,,,,,,,,
13520956,Central penthouse+ terrace Lycabettus view+jacouzi,37.99025,23.74496,,,,,,,,,
13521853,"Luxury Studio Flat in Kolonaki, Center of Athens.",37.9775,23.74284,,,,,,,,,
13530593,"Appartment in the Athens, near Lecabettus, Metro",37.98737,23.75139,,,,,,,,,
13535340,"Colorful and calm, 3 stops from historic centre.",38.00086,23.72561,,,,,,,,,
13542547,Acropolis area designer apartment,37.9657,23.7224,,,,,,,,,
13543869,A home away from home – excellent location!,37.9716,23.74339,,,,,,,,,
13547532,"Central, safe area, 2bedrooms with balcony!!!!",37.97364,23.74763,,,,,,,,,
13553080,Industrial loft-Acropolis view,37.98028,23.72483,,,,,,,,,
13554522,ATHENStay Superior Apartment,37.98649,23.73154,,,,,,,,,
13563825,"Acropolis 1/5 km walking ,brand new",37.96359,23.72085,,,,,,,,,
13567058,Location location location!,37.97771,23.74929,,,,,,,,,
13570287,Apartment in Historical Center 2,37.98183,23.71893,,,,,,,,,
13579623,studio gianni,38.00239,23.73854,,,,,,,,,
13582987,"Zeus Temple view 2BD Apartment, Acropolis - Plaka",37.96766,23.7329,,,,,,,,,
13587181,Appartment in centre of Athens near park.,37.99969,23.743,,,,,,,,,
13589098,a stylish 75m2 apartment downtown,37.99251,23.76559,,,,,,,,,
13592307,Athens Modern Penthouse,37.99548,23.73642,,,,,,,,,
13594084,Central Bright  Studio Flat near KALLIMARMARON,37.9708,23.74671,,,,,,,,,
13595845,Cosy Apartment Downtown,37.98317,23.72408,,,,,,,,,
13603658,"Feel at home, in Athens.",37.96891,23.73817,,,,,,,,,
13608637,"In the heart of Athens, Thissio is the place!",37.9768,23.71808,,,,,,,,,
13609261,Flat in the Heart of Athens,37.96145,23.7279,,,,,,,,,
13613211,maro,37.96592,23.74227,,,,,,,,,
13614439,Live Downtown in Athens,37.98701,23.72446,,,,,,,,,
13617762,Cozy apartment in central Athens,37.97101,23.74456,,,,,,,,,
13618646,ILLISIA roof apartment,37.97757,23.75552,,,,,,,,,
13621619,Modern studio in the heart of Athens,37.98508,23.72632,,,,,,,,,
13621887,Well connected appartments in the centre of Athens,37.98503,23.72763,,,,,,,,,
13628361,Modern apartment in the centre of Athens,37.98667,23.72903,,,,,,,,,
13631014,Amazing 2 storey apartment for 7 people in Thessio,37.97366,23.71957,,,,,,,,,
13632650,New apartment near center,37.99059,23.71059,,,,,,,,,
13635025,Fully Renovated 1 bedroom Apt next to Acropolis,37.9757,23.7175,,,,,,,,,
13635795,Quiet Corner near Acropolis AMA/REG No (Phone number hidden by Airbnb),37.95608,23.72928,,,,,,,,,
13638778,Cozy & quiet apartment for exploring Athens,37.96962,23.74642,,,,,,,,,
13640997,Zui,38.01487,23.73742,,,,,,,,,
13644911,"Apt. Downtown, historic triangle, Acropolis view",37.98018,23.72329,,,,,,,,,
13646129,Studio apartment in the heart of Athens,37.97793,23.73653,,,,,,,,,
13647651,Unusual 210m2 at the Picturesque Old Center-Athens,37.9916,23.73251,,,,,,,,,
13654121,Artistic apartment,37.97799,23.73869,,,,,,,,,
13663237,Artistic room near the city center of Athens,38.02601,23.73533,,,,,,,,,
13667554,"NEW!!Acropolis view..Athens 360""..2min from Metro!",37.97765,23.72527,,,,,,,,,
13670540,Private Room in the center of Athens,37.98723,23.72575,,,,,,,,,
13673148,Modern hideaway,37.98904,23.75923,,,,,,,,,
13679827,In the other side of Acropolis,37.96847,23.71372,,,,,,,,,
13683074,Cosy and luminous studio in the center of Athens,37.99741,23.73877,,,,,,,,,
13684287,Cozy&Luxury eco house+city center+30m2+sun terrace,37.98418,23.7387,,,,,,,,,
13684791,Perfect Flat to Experience Athens,37.96244,23.74488,,,,,,,,,
13685061,Private room w/ Acropolis view @Athens Center,37.98498,23.71711,,,,,,,,,
13695520,"Cosy room, great location, good vibes.",37.96555,23.72618,,,,,,,,,
13698089,No place like home!,37.99569,23.77848,,,,,,,,,
13703127,2 Bedroom Apartment with parking near Acropolis,37.96209,23.72136,,,,,,,,,
13712218,Renovated nest in the heart of city,37.99682,23.72958,,,,,,,,,
13717754,Charming apartment in Central Athens Kolonaki,37.98225,23.73615,,,,,,,,,
13724249,Footsteps to the Acropolis,37.96136,23.72912,,,,,,,,,
13728371,A flat in an Athenian family building!,37.97048,23.74608,,,,,,,,,
13729980,1930᾽s Athenian house,37.96437,23.72167,,,,,,,,,
13731602,Ekatis flat,38.00592,23.74213,,,,,,,,,
13735497,Τετράκλινο Διαμέρισμα Στο Κέντρο της Πόλης,37.97452,23.75083,,,,,,,,,
13738121,Olive room: Private room 10min walk to Acropolis,37.9638,23.72706,,,,,,,,,
13739424,Cozy Athens Apartment / 2' from Metro Station,37.99281,23.72427,,,,,,,,,
13744447,ACROPOLIS VIEW for Groups-100% Athens experience❤️,37.98033,23.71664,,,,,,,,,
13748657,Modern Whole Floor Apartment,37.99953,23.74827,,,,,,,,,
13749616,Panoramic 360 view Acropolis-Lycabettus-Filopappou,37.95881,23.72775,,,,,,,,,
13756367,Fully renovated modern apartment with roof garden!,37.97999,23.7236,,,,,,,,,
13762089,Quiet apartment in the historic center of Athens.,37.97205,23.73291,,,,,,,,,
13766522,Greek island  handmade flat,37.97851,23.71254,,,,,,,,,
13767275,Kolonou Apartment,37.98559,23.72028,,,,,,,,,
13767335,Minimize,37.98944,23.7434,,,,,,,,,
13767455,Blue room: Private room 10min walking to Acropolis,37.96174,23.72882,,,,,,,,,
13774384,A very cute little appartment to love! ΑΜΑ:23129,37.97925,23.70556,,,,,,,,,
13790157,Artist's 1930s home with garden in central Athens,37.99003,23.73658,,,,,,,,,
13792926,2 bedroom flat in Exarcheia-ideal for a city break,37.98846,23.73532,,,,,,,,,
13812118,"COZY APARTMENT IN PLAKA, WALK TO ACROPOLIS",37.97372,23.73029,,,,,,,,,
13813140,"Cozy Athenian Flat in Neapolis, Athens center",37.98742,23.7411,,,,,,,,,
13820241,"3 comfortable apts, balconies, great location!",37.98009,23.7233,,,,,,,,,
13823699,"Modern top-floor apartment in Athens, Ano Patissia",38.02464,23.74307,,,,,,,,,
13824992,Boutique Rustic Apartment with Amazing Terrace,37.97761,23.72437,,,,,,,,,
13825644,LAVENDER  Luxury Apartment a stroll to Parthenon,37.96461,23.72187,,,,,,,,,
13831960,Classy roof top apt in Athens heart,37.97684,23.73208,,,,,,,,,
13833315,"Makrigianni, near acropole",37.96654,23.72724,,,,,,,,,
13834988,Art Deco apartment - 1930᾽s Athenian house,37.96437,23.72167,,,,,,,,,
13835153,"House under the Acropolis Plaka,Historic Centre",37.97324,23.72899,,,,,,,,,
13836555,Penthouse Kolonaki panoramic Acropolis view,37.97706,23.74386,,,,,,,,,
13836853,Courtyard Apartment - 1930's Athenian house,37.96437,23.72167,,,,,,,,,
13837294,Vintage Apartment - 1930's Athenian house,37.96449,23.72147,,,,,,,,,
13837989,"A for Akropolis studio in Plaka, pedestrian view!!",37.96981,23.7308,,,,,,,,,
13842245,"""Plaka’s heArt"" cozy flat in the heart of Plaka",37.97134,23.73146,,,,,,,,,
13843004,A cozy nest in center Athens,37.98884,23.76784,,,,,,,,,
13851184,Spacious apartment in the center of Athens,37.98624,23.71999,,,,,,,,,
13855172,iGoAthens/modern apartment for 2,37.96707,23.75373,,,,,,,,,
13856755,Comfortable - Very central - low budget apartment,37.97849,23.74037,,,,,,,,,
13857159,Cozy Flat in Neoclassical House,37.98467,23.74429,,,,,,,,,
13857424,Alternative flat in the city center Erasmus offers,37.98562,23.71303,,,,,,,,,
13860639,Orange room: Private room 10 min walk to Acropolis,37.96172,23.72734,,,,,,,,,
13863426,SUPERIOR apt 80m2 Attikis metro 2min walk,38.00206,23.72096,,,,,,,,,
13870961,real athenes renovated flat,37.96332,23.72124,,,,,,,,,
13872360,Stylish flat under Acropolis,37.96945,23.72736,,,,,,,,,
13874631,Cosy flat with backyard in the heart of Athens,37.96717,23.73517,,,,,,,,,
13875461,ATHENS VIEW LOFT - 02,37.96681,23.73188,,,,,,,,,
13876189,ATHENS VIEW LOFT - 03,37.96646,23.73575,,,,,,,,,
13876561,ATHENS VIEW LOFT - 04,37.96445,23.74484,,,,,,,,,
13885525,Luxury  Hospitality,38.01131,23.72169,,,,,,,,,
13887239,"small, sweet,quiet, convinient apartment",37.99494,23.746,,,,,,,,,
13890217,Central Luxury Suite with Acropolis View&Jacuzzi,37.97887,23.70891,,,,,,,,,
13891704,Vintage style 2 bedroom apartment near Acropolis,37.96785,23.7251,,,,,,,,,
13895179,Beautiful Apartment in the center of Athens,37.96371,23.74187,,,,,,,,,
13903091,Room in cultural area in central Athens,37.98747,23.73743,,,,,,,,,
13906219,"Luxury Homing Athens, Hilton area - Acropolis view",37.97323,23.74844,,,,,,,,,
13908143,Modern Loft in the Center of Athens,37.97704,23.73045,,,,,,,,,
13910420,mari's home,37.96055,23.72437,,,,,,,,,
13911174,Luxury Apartment in Athens Center,37.98745,23.73524,,,,,,,,,
13912611,The monumental hostel of Athens - Blue piano room,37.97679,23.73015,,,,,,,,,
