wkt_geom,fid,BTKS_BIOTO,BTKS_CODE,BTKS_DATE_,BTKS_DAT00,BTKS_ACTIF,BTKS_URL_F,BTKS_ORIGI,BTKS_NUM_O,TRIA_ID,BTKS_TRIAG,CCAD_ID,BTKS_COMMU,BTKS_ANCIE,SECC_ID,BTKS_SECTI,BTKS_MILIE,MAP_LABEL,MI_PRINX,waterways,Area,wet_types
"MultiPolygonZ (((71967.2919499662675662 73560.4072067267698003 0, 71965.74103823995392304 73562.33764836851332802 0, 71967.4569405754446052 73565.76843325515801553 0, 71971.04548632515070494 73567.32879022983252071 0, 71980.32620809163199738 73573.70024787643342279 0, 71986.90108386751671787 73578.73139889094454702 0, 71990.37413619080325589 73583.56250413948146161 0, 71994.82063310824742075 73587.42338742298306897 0, 71996.7592727661394747 73588.20356591031304561 0, 71999.85284668829990551 73589.94396407438034657 0, 72001.78323681572510395 73592.26449495980341453 0, 72002.17096474730351474 73594.38498007923772093 0, 72001.97297601627360564 73601.34657273549237289 0, 72001.58524808469519485 73605.01741254131775349 0, 72002.17096474730351474 73608.29816310346359387 0, 72005.06654993843403645 73610.23860703350510448 0, 72007.97038466003141366 73608.87829582481936086 0, 72009.90077478747116402 73607.13789766075205989 0, 72010.28850271903502289 73603.85714709860621952 0, 72011.64142571433330886 73596.31542172098124865 0, 72010.67623065061343368 73592.06444919381465297 0, 72010.47824191959807649 73589.94396407438034657 0, 72008.16012386059446726 73588.00352014433883596 0, 72006.61746166474767961 73587.04330046760151163 0, 72004.10135487472871318 73586.26312198027153499 0, 71999.46511875672149472 73584.72276958219299559 0, 71993.66569884397904389 73580.66184053270262666 0, 71991.53731998552393634 73577.76117692592379171 0, 71989.7966690586617915 73573.70024787643342279 0, 71989.17795427422970533 73572.86005565930099692 0, 71967.2919499662675662 73560.4072067267698003 0)))",122,BK_070108107,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108107.pdf,F,3,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108107 (BK04),F_BK_070108107,yes,403.043,Deep marshes
"MultiPolygonZ (((69797.08797209346084855 73978.24279813859902788 0, 69786.56157122766308021 73983.00388736902095843 0, 69787.13078882933768909 73983.8540818744659191 0, 69787.94749234478513245 73985.45444800233235583 0, 69823.18948646601347718 73970.26097207581915427 0, 69846.048935368162347 73961.05886684052529745 0, 69871.76272180913656484 73949.31618037723819725 0, 69889.21872826057369821 73939.15385546522156801 0, 69911.44296331737132277 73925.51073422508488875 0, 69931.43982515019888524 73913.75804547348525375 0, 69950.16625929233850911 73902.01535901019815356 0, 69961.27837682073004544 73895.03376177734753583 0, 69959.62022119844914414 73893.04330640580155887 0, 69959.43873152835294604 73893.15333157709392253 0, 69959.49647824156272691 73892.89327208130271174 0, 69959.85945758176967502 73891.23289222363382578 0, 69922.32409399290918373 73914.57823311402171385 0, 69902.64896384796884377 73926.39093559540924616 0, 69885.51468908444803674 73937.50347789585066494 0, 69873.24763729177357163 73944.67511860639206134 0, 69861.44255920482100919 73949.99633598158834502 0, 69843.8463107355782995 73957.63808424219314475 0, 69828.33719347248552367 73964.57967232185183093 0, 69812.82807620940729976 73971.5312626898085 0, 69797.08797209346084855 73978.24279813859902788 0)),((70266.44500756337947678 73668.57195239458815195 0, 70279.98248704675643239 73660.45009429562196601 0, 70293.66020854792441241 73652.48827280943805818 0, 70301.24977657028648537 73648.06726138117664959 0, 70326.01486700847453903 73632.51370307587785646 0, 70352.04213560689822771 73614.73963676816492807 0, 70368.87117774345097132 73603.30702124214440119 0, 70368.13696953258477151 73602.09674435794295277 0, 70368.22771436763287056 73602.03673062814050354 0, 70367.60075005274848081 73600.4463667885720497 0, 70352.04213560689822771 73610.92876492615323514 0, 70332.35875593152013607 73624.26181522902334109 0, 70314.58101779218122829 73635.36435524116677698 0, 70305.69627348773065023 73642.0358815367508214 0, 70305.55603146992507391 73641.98587009524635505 0, 70305.83651550553622656 73642.45597764530975837 0, 70295.85458365004160441 73648.06726138117664959 0, 70284.86620907853648532 73654.56874877568043303 0, 70273.31686643580906093 73661.40031168404675554 0, 70257.44476983252388891 73670.92249014490516856 0, 70251.9505825467640534 73673.59310112080129329 0, 70246.55538962651917245 73676.22370294349093456 0, 70245.69743845876655541 73676.63379676376644056 0, 70230.14707354338315781 73680.76474183134268969 0, 70218.08626001220545731 73685.52583106177917216 0, 70207.60935632915061433 73692.827501520208898 0, 70199.67330802751530427 73700.43924291591974907 0, 70192.3147268580069067 73706.98073946361546405 0, 70191.10204588051419705 73708.06098659992858302 0, 70192.34772497984522488 73709.61134128630510531 0, 70192.37247357121668756 73709.65135043951158877 0, 70202.52764556635520421 73700.75931614149885718 0, 70214.58845909754745662 73690.60699351778021082 0, 70224.43014893523650244 73685.83590199904574547 0, 70239.03181784783373587 73681.71495921976747923 0, 70252.04957691227900796 73677.5840141521912301 0, 70260.9343212167150341 73671.8727075333299581 0, 70266.44500756337947678 73668.57195239458815195 0)),((69663.28058804702595808 73998.37740448494150769 0, 69685.50482310380903073 73999.76772255852119997 0, 69702.63909786734438967 74000.23783010858460329 0, 69729.26033265881414991 73998.37740448494150769 0, 69738.05433212821662892 73996.75703378046455327 0, 69773.46956638908886816 73990.04549833167402539 0, 69785.22514729328395333 73988.22508186122286133 0, 69784.5486857956420863 73987.0348095536173787 0, 69783.39375153137370944 73985.50445944383682217 0, 69781.57885483036807273 73986.11459903008653782 0, 69767.22467183155822568 73989.12528780815773644 0, 69747.31030530331190675 73992.82613447886251379 0, 69732.96437183495436329 73995.60677062605100218 0, 69712.58803160100069363 73997.2271413305279566 0, 69699.16604554405785166 73998.14735185405879747 0, 69675.08566613397852052 73996.99708869964524638 0, 69663.51157489987963345 73995.8368232569337124 0, 69640.59437928452098276 73992.59608184797980357 0, 69611.20130225877801422 73988.19507499632891268 0, 69592.91209323097427841 73984.95433358737500384 0, 69570.45687132133753039 73980.78337936659227125 0, 69541.44327269672066905 73975.41215054992062505 0, 69544.63584098438150249 73976.71244802881847136 0, 69548.4718726478604367 73978.6328873822640162 0, 69553.09160970494849607 73979.40306358131056186 0, 69581.10701514402171597 73984.95433358737500384 0, 69616.75323625774763059 73991.20576377438555937 0, 69633.88751102128298953 73993.51629237151064444 0, 69655.1795491361990571 73997.45719396141066682 0, 69663.28058804702595808 73998.37740448494150769 0)),((69970.28686408205248881 73891.18288078214391135 0, 69973.33919035192229785 73888.6823087073280476 0, 69985.08652172566507943 73875.98940485561615787 0, 69999.10247397565399297 73860.50586256841779687 0, 70006.3538112491951324 73852.4940296407439746 0, 70015.23855555363115855 73844.88228824503312353 0, 70025.71545923668600153 73841.70156056588166393 0, 70043.80667953345982824 73843.29192440545011777 0, 70046.26503961026901379 73843.44195872993441299 0, 70059.04356229140830692 73844.24214179387490731 0, 70059.95926017235615291 73843.90206399169983342 0, 70065.08221858745673671 73842.02163379144622013 0, 70070.47741150770161767 73838.21076194944907911 0, 70078.72694196678639855 73831.8593088794441428 0, 70077.97623469501559157 73831.10913725699356291 0, 70078.04223093869222794 73831.05912581550364848 0, 70077.77824596400023438 73830.8790846261108527 0, 70076.48306968192628119 73829.99888325578649528 0, 70076.20258564631512854 73829.80883977809571661 0, 70075.87260442794649862 73830.27894732815911993 0, 70068.25003828374610748 73835.35010749586217571 0, 70063.17657705140300095 73837.890688723869971 0, 70059.20030337011849042 73838.92092441869317554 0, 70058.26810642825148534 73839.17098162617185153 0, 70058.77132778624945786 73839.51105942834692542 0, 70053.01315552581218071 73840.11119672629865818 0, 70046.84250674241047818 73840.11119672629865818 0, 70042.22276968532241881 73840.11119672629865818 0, 70030.79716999948141165 73839.48105256345297676 0, 70020.32026631644112058 73840.11119672629865818 0, 70013.65464570549374912 73842.97185117987100966 0, 70006.03207956129335798 73849.00323102431138977 0, 69999.36645895034598652 73856.93504564560134895 0, 69996.10789441900851671 73860.35582824393350165 0, 69992.70083833939861506 73863.92664516674994957 0, 69983.4943623470608145 73874.71911424161226023 0, 69975.88004573331272695 73881.70071147447742987 0, 69967.9439974316774169 73889.32245515848626383 0, 69969.84963896771660075 73891.542963160914951 0, 69970.28686408205248881 73891.18288078214391135 0)),((70095.39924302461440675 73817.26597025086812209 0, 70098.08858995427726768 73815.03545996014145203 0, 70105.44717112378566526 73807.50373687082901597 0, 70106.2803737001522677 73806.79357440158491954 0, 70106.23087651739479043 73806.70355380688852165 0, 70111.42808070662431419 73801.39233872000477277 0, 70120.31282501106034033 73791.87016025913180783 0, 70129.83278316084761173 73778.21703673069714569 0, 70134.26278101738716941 73773.66599555454740766 0, 70140.94490068925369997 73766.7844212046766188 0, 70153.00571422043140046 73753.45137090180651285 0, 70168.24259697837987915 73736.9475952080974821 0, 70180.62514219747390598 73723.29447167964826804 0, 70190.15334987771348096 73713.14214905592962168 0, 70190.01310785992245656 73713.00211701974330936 0, 70188.56119049910921603 73711.55178521636116784 0, 70188.45394660314195789 73711.67181267595151439 0, 70174.9164671197795542 73726.47519935879972763 0, 70161.57697636743250769 73741.07854027567373123 0, 70146.97530745484982617 73755.99195212981430814 0, 70136.50665330226183869 73768.05471181868051644 0, 70129.19756931551091839 73775.99652872826845851 0, 70119.04239732035784982 73790.59986964512791019 0, 70110.46288564290443901 73799.17183071757608559 0, 70109.200707482668804 73800.43211904326744843 0, 70106.39586712658638135 73802.19252178393071517 0, 70105.58741314159124158 73802.70263848720060196 0, 70105.7194056289299624 73802.9026842531748116 0, 70097.46162563937832601 73810.27437072970496956 0, 70091.10948718588042539 73816.30575057414534967 0, 70088.89036349239177071 73818.84633180213859305 0, 70090.21853789630404208 73819.51648511819075793 0, 70089.78131278196815401 73819.92657893846626393 0, 70090.49077240144833922 73820.73676429070474114 0, 70090.78775549797865096 73821.06683980456728023 0, 70095.39924302461440675 73817.26597025086812209 0)))",103,BK_070108164,6430,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108164.pdf,F,45,616,STRASSEN,10,BERTRANGE,BERTRANGE,35,BEAUFORT,O,BK_070108164 (6430),F_BK_070108164,yes,2570.428,Shallow marshes
"MultiPolygonZ (((73132.15864891161618289 74057.95103359511995222 0, 73131.91941252829565201 74058.46115029837528709 0, 73117.15275300652137958 74077.44549349030421581 0, 73105.09193947532912716 74092.94904035411309451 0, 73098.19533201154263224 74101.81106778721732553 0, 73093.44360246710130014 74107.93246822633955162 0, 73106.79959228036750574 74116.63445904667605646 0, 73112.41752252301375847 74115.35416614437417593 0, 73121.30226682744978461 74113.13365814194548875 0, 73128.92483297165017575 74107.73242246036534198 0, 73132.10090219839185011 74105.83198768351576291 0, 73150.65409620088757947 74120.13525995140662417 0, 73165.75898647148278542 74103.29140645550796762 0, 73159.40684801798488479 74094.39937215749523602 0, 73145.43214342028659303 74083.28682985705381725 0, 73144.79692957493534777 74077.57552323819254525 0, 73147.97299880169157404 74069.31363310304004699 0, 73132.15864891161618289 74057.95103359511995222 0)),((73212.66581666187266819 74152.70271065368433483 0, 73222.23527199441741686 74142.78044066084839869 0, 73204.17704981946735643 74129.63743383566907141 0, 73190.20234522176906466 74145.52106765483040363 0, 73188.11521401561913081 74149.00186398296500556 0, 73186.39106214966159314 74151.86251843653735705 0, 73184.17193845617293846 74162.66498979971220251 0, 73187.98322152826585807 74174.7277494885638589 0, 73190.10335085625411011 74176.06805612066818867 0, 73212.66581666187266819 74152.70271065368433483 0)))",108,BK_070112290,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070112290.pdf,F,7,616,STRASSEN,10,BERTRANGE,BERTRANGE,34,BERTRANGE,O,BK_070112290 (BK04),F_BK_070112290,yes,3061.773,Deep marshes
"MultiPolygonZ (((73132.15864891161618289 74057.95103359511995222 0, 73136.15142165380530059 74049.58912057697307318 0, 73133.5693186201096978 74044.13787345388846006 0, 73132.4721310690511018 74046.32837459142319858 0, 73132.14214985069702379 74047.71869266501744278 0, 73127.86889307288220152 74047.56865834051859565 0, 73128.39686302226618864 74045.20811830190359615 0, 73127.63790622002852615 74039.14673159256926738 0, 73126.49947101667930838 74031.93508172883593943 0, 73124.22260060996632092 74027.00395359731919598 0, 73121.32701541882124729 74023.35311836810433306 0, 73121.56625180214177817 74024.35334719801903702 0, 73112.46701970575668383 74033.8355165056855185 0, 73105.63640848563227337 74049.0089878556173062 0, 73101.46214607333240565 74060.38158965183538385 0, 73101.42914795149408747 74060.42159880502731539 0, 73097.92309750638378318 74064.43251641301321797 0, 73117.15275300652137958 74077.44549349030421581 0, 73131.91941252829565201 74058.46115029837528709 0, 73132.15864891161618289 74057.95103359511995222 0)))",113,BK_070112293,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070112293.pdf,F,18,616,STRASSEN,10,BERTRANGE,BERTRANGE,34,BERTRANGE,O,BK_070112293 (BK10),F_BK_070112293,yes,1027.253,Wet meadows
"MultiPolygonZ (((73024.14754661075130571 73963.45941603234678041 0, 73027.48860644667001907 73964.79972266443655826 0, 73051.4287438389583258 73974.42192400828935206 0, 73068.27428503641567659 73981.19347318686777726 0, 73068.08454583585262299 73975.42215283821860794 0, 73068.84350263809028547 73971.25119861743587535 0, 73067.7050674347410677 73965.93998353055212647 0, 73063.53080502244119998 73963.65946179832099006 0, 73057.46740013500675559 73959.10842062217125203 0, 73051.01626731599390041 73949.24616435913776513 0, 73047.22148330482013989 73943.17477536150545347 0, 73041.5375568185118027 73938.62373418537026737 0, 73035.84538080173661001 73942.79468840613844804 0, 73033.18903199391206726 73947.34572958228818607 0, 73031.29163998831063509 73950.38642522525333334 0, 73032.43007519167440478 73956.07772726751863956 0, 73030.9121615871990798 73959.10842062217125203 0, 73024.46927829865308013 73961.38894235440238845 0, 73023.74331961825373583 73963.2993794195499504 0, 73024.14754661075130571 73963.45941603234678041 0)),((73133.5693186201096978 74044.13787345388846006 0, 73136.17617024519131519 74038.92668124999909196 0, 73137.24035967441159301 74036.80619613056478556 0, 73136.44015521988330875 74025.29356229814584367 0, 73128.462859265942825 74004.24874771658505779 0, 73121.18677340101567097 74004.24874771658505779 0, 73118.53867412365798373 74001.58813902898691595 0, 73114.74389011246967129 73993.24623058743600268 0, 73110.77586596165201627 73984.64426265009387862 0, 73110.23139695134887006 73984.61425578519992996 0, 73108.29275729345681611 73981.86362650291994214 0, 73104.87745168339461088 73978.83293314825277776 0, 73100.32371086998318788 73977.31258532677020412 0, 73096.15769798813562375 73979.21302010361978319 0, 73093.18786702286161017 73983.66403839677514043 0, 73085.61479806141869631 73983.23393999990366865 0, 73092.74239237807341851 73985.66449605661910027 0, 73105.25693008452071808 73989.45536332202027552 0, 73112.84649810688279103 73997.7972717635857407 0, 73117.40023892029421404 74006.89935411587066483 0, 73121.32701541882124729 74023.35311836810433306 0, 73124.22260060996632092 74027.00395359731919598 0, 73126.49947101667930838 74031.93508172883593943 0, 73127.63790622002852615 74039.14673159256926738 0, 73128.39686302226618864 74045.20811830190359615 0, 73127.86889307288220152 74047.56865834051859565 0, 73132.14214985069702379 74047.71869266501744278 0, 73132.4721310690511018 74046.32837459142319858 0, 73133.5693186201096978 74044.13787345388846006 0)),((72888.7232545943261357 73906.53639332145394292 0, 72900.31384488934418187 73900.22494940464093816 0, 72908.24164366052718833 73895.91396314767189324 0, 72909.47907322939136066 73895.85394941788399592 0, 72909.53681994260114152 73895.76392882318759803 0, 72916.61491707651293837 73893.32337047817418352 0, 72916.3591816322732484 73892.35314851315342821 0, 72914.84126802779792342 73878.69002269640623126 0, 72912.18491921997338068 73871.10828816558932886 0, 72910.29577674483880401 73869.58794034412130713 0, 72908.39838473925192375 73869.20785338873974979 0, 72906.12151433253893629 73869.96802729948831256 0, 72903.08568712360283826 73873.00872294245345984 0, 72902.32673032136517577 73876.79959020785463508 0, 72899.29090311241452582 73882.49089225011994131 0, 72898.15246790906530805 73888.93236591482127551 0, 72898.15246790906530805 73892.35314851315342821 0, 72898.53194631017686334 73895.00375491243903525 0, 72897.77298950793920085 73896.52410273392160889 0, 72889.43271421380632091 73896.14401577855460346 0, 72882.98158139479346573 73897.28427664467017166 0, 72882.98158139479346573 73899.17470913322176784 0, 72882.22262459255580325 73904.48592422010551672 0, 72882.22262459255580325 73910.07720337937644217 0, 72888.7232545943261357 73906.53639332145394292 0)),((72937.59347303396498319 73891.81302494498959277 0, 72944.05285538344469387 73893.86349404633801896 0, 72944.08585350526846014 73893.94351235272188205 0, 72944.3580880104273092 73893.93351006442389917 0, 72954.67825061474286485 73900.67505237810837571 0, 72955.09897666815959383 73901.46523315375088714 0, 72959.98269869993964676 73895.76392882318759803 0, 72959.22374189770198427 73888.93236591482127551 0, 72954.67000108429056127 73883.62115082792297471 0, 72949.35730346864147577 73874.51906847563805059 0, 72947.84763939461845439 73873.75889456488948781 0, 72942.1554633778432617 73874.13898152025649324 0, 72939.87859297114482615 73882.49089225011994131 0, 72937.59347303396498319 73891.81302494498959277 0)))",115,BK_070108180,BK11,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108180.pdf,F,22,616,STRASSEN,10,BERTRANGE,BERTRANGE,34,BERTRANGE,O,BK_070108180 (BK11),F_BK_070108180,yes,2492.692,Shallow marshes
"MultiPolygonZ (((71102.45242428756318986 73337.26615705936274026 0, 71108.21059654801501893 73339.4266513319889782 0, 71111.64240121899638325 73339.10657810640987009 0, 71111.94763384597899858 73339.73672226927010342 0, 71112.17862069883267395 73339.4266513319889782 0, 71152.50232558287098072 73319.62212049952358939 0, 71163.66394029401999433 73317.46162622689735144 0, 71179.87426764612609986 73323.58302666601957753 0, 71188.51152603678929154 73329.70442710514180362 0, 71200.39084989788534585 73332.5850861353246728 0, 71201.11680857828469016 73331.86492137778259348 0, 71207.95566932886140421 73331.14475662024051417 0, 71215.87521856959210709 73327.90401521128660534 0, 71219.83499318995745853 73324.30319142356165685 0, 71232.44027573145285714 73314.94104957548552193 0, 71245.76326742288074456 73307.73940200005017687 0, 71253.68281666359689552 73304.13857821232522838 0, 71261.96534524453454651 73300.89783680337131955 0, 71265.92511986488534603 73298.7373425307450816 0, 71265.57039005514525343 73296.93693063688988332 0, 71262.69130392493389081 73295.85668350056221243 0, 71247.20693525321257766 73299.81758966705820058 0, 71241.80349280251539312 73303.41841345478314906 0, 71224.15774715051520616 73310.25997865144745447 0, 71210.83475545908731874 73316.38137909058423247 0, 71206.5202510289818747 73318.54187336321047042 0, 71198.95543159800581634 73318.18179098443943076 0, 71189.95519386713567656 73313.86080243917240296 0, 71187.43083754664985463 73309.53981389390537515 0, 71194.9956569776404649 73300.17767204582924023 0, 71207.59268998866900802 73291.8957773340807762 0, 71213.35911177957314067 73282.17355310723360162 0, 71215.15750941965961829 73274.25174077424162533 0, 71214.07682092950562946 73272.8114112591574667 0, 71206.8749808387219673 73270.65091698651667684 0, 71196.79405461771239061 73275.3319879105547443 0, 71182.02739509595267009 73286.85462403127166908 0, 71178.79357915598666295 73289.37520068266894668 0, 71173.3901367052749265 73289.37520068266894668 0, 71164.74462878415943123 73286.49454165250062943 0, 71154.66370256314985454 73286.49454165250062943 0, 71146.38117398221220355 73288.29495354635582771 0, 71137.74391559154901188 73290.45544781898206566 0, 71116.13839531919802539 73297.65709539443196263 0, 71101.01700598768366035 73303.41841345478314906 0, 71099.99406421075400431 73304.18858965382969473 0, 71095.30833090998930857 73305.07879331245203502 0, 71095.39907574503740761 73305.2688367901428137 0, 71094.53287504683248699 73306.65915486373705789 0, 71092.00851872636121698 73313.5007200604013633 0, 71091.81877952579816338 73320.45231042835803237 0, 71092.37149806655361317 73322.50277952970645856 0, 71102.45242428756318986 73337.26615705936274026 0)))",127,BK_070108200,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108200.pdf,F,11,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108200 (BK04),F_BK_070108200,yes,4661.469,Deep marshes
"MultiPolygonZ (((70982.99922323993814643 73222.37987365445587784 0, 70955.28080089739523828 73211.46737712000322063 0, 70931.68714378440927248 73204.68582565312681254 0, 70924.01508045745140407 73203.21548927314870525 0, 70916.35126666096039116 73206.45623068208806217 0, 70916.05428356443007942 73211.17731075933261309 0, 70918.71063237225462217 73213.23778214896447025 0, 70938.46825782177620567 73220.02933590413886122 0, 70960.29651541652856395 73228.58129239997651894 0, 70988.60890395211754367 73241.25419167509244289 0, 71011.60859487207198981 73248.63588043992058374 0, 71033.73383556334010791 73253.6470268778357422 0, 71052.89749481981561985 73256.29763327713590115 0, 71082.38956621105899103 73257.4779032964434009 0, 71100.97575833539303858 73256.88776828678965103 0, 71124.85814901445701253 73253.05689186818199232 0, 71137.24894376400334295 73249.81615045924263541 0, 71137.42218390364723746 73250.34627173909393605 0, 71142.31415546589414589 73248.80591934101539664 0, 71142.26465828313666862 73248.63588043992058374 0, 71146.10068994661560282 73246.86547541095933411 0, 71146.6864066092093708 73242.73453034338308498 0, 71144.32704089790058788 73236.54311388616042677 0, 71140.20227566835819744 73233.88250519857683685 0, 71132.53021234140032902 73234.47264020823058672 0, 71125.15513211098732427 73237.72338390546792652 0, 71111.88163760230236221 73240.37399030476808548 0, 71097.13972667191410437 73242.14439533372933511 0, 71082.10083264499553479 73241.25419167509244289 0, 71068.82733813631057274 73239.19372028546058573 0, 71051.42907839809777215 73233.29237018890853506 0, 71034.02256912941811606 73227.10095373170042876 0, 71015.14764343902061228 73224.15027868341712747 0, 71003.94478107556642499 73225.33054870273917913 0, 70982.99922323993814643 73222.37987365445587784 0)),((71132.32397407993266825 73221.89976381609449163 0, 71130.7648128231667215 73219.43920089448511135 0, 71130.46782972663640976 73211.46737712000322063 0, 71130.58332315305597149 73210.27710481239773799 0, 71122.21004973708477337 73209.40690573037136346 0, 71101.8584580945171183 73206.45623068208806217 0, 71082.10083264499553479 73202.62535426349495538 0, 71075.60845217369205784 73202.91542062416556291 0, 71072.66336979978950694 73205.27596066278056242 0, 71070.30400408849527594 73212.94771578829386272 0, 71071.77242051021312363 73218.2589308751776116 0, 71072.39938482509751339 73218.35895375817199238 0, 71084.80667863557755481 73220.40942285952041857 0, 71105.69448975798150059 73223.86021232274651993 0, 71122.49878330314822961 73227.10095373170042876 0, 71127.51449782228155527 73226.22075236136151943 0, 71131.64751258229080122 73222.37987365445587784 0, 71132.32397407993266825 73221.89976381609449163 0)))",128,BK_070108202,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108202.pdf,F,12,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108202 (BK04),F_BK_070108202,yes,5040.22,Deep marshes
"MultiPolygonZ (((71084.80667863557755481 73220.40942285952041857 0, 71072.39938482509751339 73218.35895375817199238 0, 71072.06940360674343538 73218.54899723586277105 0, 71064.99130647283163853 73217.95886222620902117 0, 71039.6322498415975133 73213.82791715861822013 0, 71025.17907247727271169 73210.58717574967886321 0, 71008.95224606423289515 73207.93656935037870426 0, 70999.51478321904141922 73206.16616432141745463 0, 70989.49160371124162339 73203.50555563381931279 0, 70972.97604373215290252 73198.20434283523354679 0, 70962.06191493477672338 73194.07339776765729766 0, 70962.00416822155239061 73194.14341378574317787 0, 70960.88223207912233192 73195.54373414763540495 0, 70961.08022081013768911 73195.65375931892776862 0, 70965.30398040519503411 73197.90427418626495637 0, 70986.5382718068867689 73205.27596066278056242 0, 70998.92906655644765124 73209.40690573037136346 0, 71015.14764343902061228 73212.0575121296569705 0, 71039.6322498415975133 73216.48852584621636197 0, 71061.15527480936725624 73219.43920089448511135 0, 71069.12432123284088448 73220.60946862549462821 0, 71084.4601983562897658 73222.97000866410962772 0, 71084.80667863557755481 73220.40942285952041857 0)))",129,BK_070108203,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108203.pdf,F,13,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108203 (BK04),F_BK_070108203,yes,335.219,Deep marshes
"MultiPolygonZ (((71130.58332315305597149 73210.27710481239773799 0, 71130.46782972663640976 73211.46737712000322063 0, 71130.7648128231667215 73219.43920089448511135 0, 71132.32397407993266825 73221.89976381609449163 0, 71132.82719543793064076 73222.67994230343902018 0, 71137.84290995706396643 73222.97000866410962772 0, 71140.20227566835819744 73227.40102238066901919 0, 71144.62402399443089962 73229.17142740963026881 0, 71150.52243827268830501 73230.05162877996917814 0, 71151.99910422485845629 73227.40102238066901919 0, 71152.28783779092191253 73222.0898072937852703 0, 71151.70212112832814455 73218.54899723586277105 0, 71142.26465828313666862 73213.82791715861822013 0, 71137.54592686053365469 73210.87724211034947075 0, 71130.7648128231667215 73209.696972091041971 0, 71130.64106986628030427 73209.696972091041971 0, 71130.58332315305597149 73210.27710481239773799 0)))",130,BK_070108205,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108205.pdf,F,14,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108205 (BK04),F_BK_070108205,yes,275.456,Deep marshes
"MultiPolygonZ (((72058.46576060012739617 73721.82413529967016075 0, 72062.66477160379872657 73721.18398884851194452 0, 72071.55776543870160822 73712.87208727185497992 0, 72071.87949712660338264 73712.55201404627587181 0, 72072.1269830403762171 73707.5008584551687818 0, 72070.41108070488553494 73701.31944428625865839 0, 72072.47346331966400612 73692.05732532116235234 0, 72069.37988939750357531 73687.25622693754849024 0, 72060.45389744076237548 73683.81543976260581985 0, 72049.47377239972411189 73682.78520406778261531 0, 72038.01517459204478655 73682.24508049963333178 0, 72035.81254995946073905 73682.13505532834096812 0, 72035.06184268768993206 73682.10504846344701946 0, 72033.75016734469681978 73681.61493633677309845 0, 72009.70278605644125491 73675.56355191575130448 0, 71984.96244420963921584 73668.22187230411509518 0, 71976.53967361091054045 73664.80108970578294247 0, 71974.33704897832649294 73669.77222699049161747 0, 71975.11250484148331452 73672.86293407496123109 0, 71976.84490623789315578 73678.85430476619512774 0, 71976.91090248156979214 73681.49490887718275189 0, 71976.82840717697399668 73681.5749271835811669 0, 71976.91090248156979214 73681.60493404847511556 0, 72007.78889498993521556 73692.07732989777287003 0, 72013.05209542284137569 73695.08801867582951672 0, 72013.18408791018009651 73695.08801867582951672 0, 72018.79376862235949375 73697.98868228260835167 0, 72026.71331786309019662 73702.81978753113071434 0, 72034.64111663427320309 73710.74159986412269063 0, 72040.63027574757870752 73715.38266163496882655 0, 72057.64080755421309732 73721.95416504755849019 0, 72058.46576060012739617 73721.82413529967016075 0)))",123,BK_070108112,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108112.pdf,F,4,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108112 (BK04),F_BK_070108112,yes,2364.622,Deep marshes
