wkt_geom,fid,BTKS_BIOTO,BTKS_CODE,BTKS_DATE_,BTKS_DAT00,BTKS_ACTIF,BTKS_URL_F,BTKS_ORIGI,BTKS_NUM_O,TRIA_ID,BTKS_TRIAG,CCAD_ID,BTKS_COMMU,BTKS_ANCIE,SECC_ID,BTKS_SECTI,BTKS_MILIE,MAP_LABEL,MI_PRINX,waterways,Area,wet_types
"MultiPolygonZ (((69699.19904366589616984 72342.63860858442785684 0, 69698.94330822167103179 72342.49857654824154451 0, 69693.75435356289381161 72342.49857654824154451 0, 69688.44165594724472612 72344.38900903679314069 0, 69691.35374019930895884 72348.25989460859273095 0, 69695.54450167251343373 72353.49109138907806482 0, 69696.59219204082910437 72354.83139802118239459 0, 69697.24390494709950872 72354.20125385833671317 0, 69705.5099344671034487 72346.24943466045078821 0, 69705.34494385791185778 72345.95936829976562876 0, 69699.19904366589616984 72342.63860858442785684 0)))",132,BK_070108213,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108213.pdf,F,16,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108213 (BK04),F_BK_070108213,yes,113.457,Deep marshes
"MultiPolygonZ (((70135.57445636038028169 72787.52038755734974984 0, 70150.77009146602358669 72802.98392526795214508 0, 70181.02111965950462036 72833.85098695936903823 0, 70186.54005553663591854 72839.76233934420451988 0, 70185.22013066319050267 72839.67231874950812198 0, 70184.08169545982673299 72839.502279848427861 0, 70183.08350227428309154 72839.91237366868881509 0, 70183.31448912713676691 72840.14242629957152531 0, 70189.7243742938444484 72839.99239197508723009 0, 70195.67228575484477915 72843.04308990635036025 0, 70178.45551568672817666 72809.8254904646310024 0, 70178.45551568672817666 72809.8254904646310024 0, 70175.32069411227712408 72803.54405341271194629 0, 70175.05670913758513052 72795.87229828721319791 0, 70175.32069411227712408 72795.57222963823005557 0, 70175.05670913758513052 72788.99072393734240904 0, 70185.32737455915776081 72775.74769422916870099 0, 70175.2794464599865023 72766.39555466939054895 0, 70164.07658409653231502 72753.17252953781280667 0, 70135.57445636038028169 72787.52038755734974984 0)))",133,BK_070112349,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070112349.pdf,F,17,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070112349 (BK04),F_BK_070112349,yes,1994.086,Deep marshes
"MultiPolygonZ (((71913.95873554825084284 73606.90784502986934967 0, 71911.84685575071489438 73607.53798919271503109 0, 71907.4498560160282068 73605.02741482961573638 0, 71904.00155228412768338 73603.77712879220780451 0, 71901.48544549410871696 73604.08719972948892973 0, 71896.14799928707361687 73607.22791825544845778 0, 71892.37796386727131903 73610.99878094425366726 0, 71888.92141060490394011 73612.24906698164704721 0, 71884.52441087021725252 73611.9389960443804739 0, 71882.95700008298445027 73610.04856355582887772 0, 71882.95700008298445027 73606.91784731816733256 0, 71884.84614255811902694 73605.02741482961573638 0, 71886.41355334535182919 73602.20676952923531644 0, 71886.41355334535182919 73600.31633704068372026 0, 71883.27048224043392111 73598.74597777769668028 0, 71881.07610713831672911 73597.17561851472419221 0, 71880.44914282341778744 73594.03489998876466416 0, 71881.38958929576619994 73591.84439885122992564 0, 71885.15962471556849778 73591.52432562566536944 0, 71888.92141060490394011 73588.7036803252849495 0, 71889.36688524970668368 73587.48340115277096629 0, 71881.70307145320111886 73585.24288857374631334 0, 71875.10344708593038376 73586.81324783671880141 0, 71869.13903656401089393 73590.27403958825743757 0, 71866.63117930444423109 73597.17561851472419221 0, 71863.71909505239455029 73606.39772832659946289 0, 71862.86114388464193325 73609.10834845570207108 0, 71862.2341795697575435 73615.70985873318568338 0, 71864.4285546718747355 73619.16064819641178474 0, 71871.0281790391454706 73621.99129578510473948 0, 71879.8139289780810941 73627.01244451130332891 0, 71888.60792844746902119 73626.69237128573877271 0, 71888.92141060490394011 73626.69237128573877271 0, 71893.31841033960517962 73622.30136672237131279 0, 71897.40192791685694829 73617.28021799615817145 0, 71902.42589196644257754 73615.70985873318568338 0, 71907.4498560160282068 73614.44957040747976862 0, 71914.04948038329894189 73607.22791825544845778 0, 71913.95873554825084284 73606.90784502986934967 0)))",134,BK_070108188,BK06,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108188.pdf,F,19,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108188 (BK06),F_BK_070108188,yes,1015.025,Deep marshes
"MultiPolygonZ (((72771.67066691030049697 73879.41018745394831058 0, 72771.34068569193186704 73879.13012338157568593 0, 72765.49176859643193893 73868.73774583867634647 0, 72750.5518689350283239 73863.53655592308496125 0, 72680.38961238045885693 73844.05209831619868055 0, 72669.99520400201436132 73840.80135461894678883 0, 72657.00219352894055191 73838.20075966115109622 0, 72607.62875373128918 73823.90748968155821785 0, 72589.64477733046805952 73818.32621281058527529 0, 72588.64658414492441807 73818.22618992759089451 0, 72581.94796541213872842 73815.84564531237992924 0, 72580.22381354619574267 73812.82495424601074774 0, 72580.21556401572888717 73812.81495195771276485 0, 72566.05936974793439731 73807.02362703246762976 0, 72546.56572927310480736 73804.42303207465738524 0, 72518.63281913862738293 73802.47258585631789174 0, 72517.86561280593741685 73802.47258585631789174 0, 72514.15332409934489988 73802.47258585631789174 0, 72514.12032597750658169 73802.76265221698849928 0, 72514.08732785566826351 73803.12273459575953893 0, 72512.78390204312745482 73812.21481465976103209 0, 72503.23919530196872074 73811.90474372247990686 0, 72503.76716525135270786 73812.60490390342602041 0, 72513.27062434022082016 73814.55535012178006582 0, 72530.11616553767817095 73816.49579405182157643 0, 72549.33757150736346375 73819.08638672133383807 0, 72561.8686082747153705 73822.54717847285792232 0, 72579.35761284799082205 73830.74905487822252326 0, 72591.67416182340821251 73839.82113036561349872 0, 72601.82108428809442557 73847.81295871670590714 0, 72607.81024340138537809 73851.57381911721313372 0, 72642.06229386753693689 73858.98551474693522323 0, 72696.63293785441783257 73875.22923094488214701 0, 72746.00637765206920449 73881.08056959992973134 0, 72771.34893522238417063 73883.95122634180006571 0, 72771.67066691030049697 73879.41018745394831058 0)))",145,BK_070108114,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108114.pdf,F,42,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108114 (BK10),F_BK_070108114,yes,5443.952,Wet meadows
"MultiPolygonZ (((72245.58161047320754733 73751.3808972238766728 0, 72245.71360296054626815 73751.33088578237220645 0, 72246.0023365266242763 73751.450913241962553 0, 72247.8419818190013757 73751.31088120577624068 0, 72254.30961369891883805 73747.78007343615172431 0, 72259.02009559106954839 73742.47886063756595831 0, 72261.37121177191147581 73737.77778513693192508 0, 72258.45087798938038759 73728.44565015374973882 0, 72258.42612939800892491 73728.36563184735132381 0, 72253.41866440934245475 73727.18536182804382406 0, 72253.26192333061771933 73727.14535267485189252 0, 72253.23717473924625665 73727.25537784614425618 0, 72253.19592708694108296 73727.27538242274022195 0, 72247.37175858282716945 73725.695020871469751 0, 72245.49911516861175187 73725.10488586181600112 0, 72239.91418304781836923 73726.40518334071384743 0, 72238.25602742553746793 73726.47519935879972763 0, 72231.02118921291548759 73726.78527029608085286 0, 72225.79923643231450114 73727.94553573879238684 0, 72219.42234938743058592 73728.72571422612236347 0, 72215.36358040156483185 73728.14558150476659648 0, 72210.33961635197920259 73726.59522681839007419 0, 72207.41928256946266629 73727.30538928763417061 0, 72203.96272930709528737 73728.14558150476659648 0, 72201.44662251707632095 73730.65615586788044311 0, 72199.90396032122953329 73733.55681947465927806 0, 72201.25688331651326735 73736.4474807931255782 0, 72205.31565230239357334 73738.76801167854864616 0, 72208.98669335668091662 73741.66867528532748111 0, 72215.17384120100177824 73746.49978053384984378 0, 72217.68169846056844108 73751.72097502605174668 0, 72218.03642827030853368 73755.24178050737828016 0, 72226.55819323455216363 73758.08243038435466588 0, 72231.40891714449389838 73755.59186059785133693 0, 72238.36327132150472607 73754.04150591146026272 0, 72245.58161047320754733 73751.3808972238766728 0)))",146,BK_070108115,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108115.pdf,F,43,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108115 (BK10),F_BK_070108115,yes,1326.921,Wet meadows
"MultiPolygonZ (((72384.06647828995482996 73756.07197043621272314 0, 72383.69524941929557826 73755.57185602125537116 0, 72359.02915334660792723 73749.54047617681499105 0, 72334.32180962164420635 73742.47886063756595831 0, 72314.31669825834978838 73742.47886063756595831 0, 72311.3221187016897602 73742.14878512368886732 0, 72309.02049970360531006 73741.89872791621019132 0, 72300.78746830543968827 73747.78007343615172431 0, 72306.66938352276338264 73751.89101392713200767 0, 72327.26021154865156859 73760.13289948568854015 0, 72344.76571518284617923 73764.79396583313064184 0, 72363.40965402039000764 73765.8942175460542785 0, 72379.01776564898318611 73765.52413287897070404 0, 72384.39645950830890797 73765.12404134700773284 0, 72385.50189658983435947 73762.48343723600555677 0, 72384.90793039677373599 73757.19222672571777366 0, 72384.06647828995482996 73756.07197043621272314 0)))",147,BK_070108116,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108116.pdf,F,44,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108116 (BK10),F_BK_070108116,yes,1226.19,Wet meadows
"MultiPolygonZ (((72960.71690691080584656 73911.85761069663567469 0, 72955.09897666815959383 73901.46523315375088714 0, 72954.67825061474286485 73900.67505237810837571 0, 72944.3580880104273092 73893.93351006442389917 0, 72944.08585350526846014 73893.94351235272188205 0, 72944.05285538344469387 73893.86349404633801896 0, 72937.59347303396498319 73891.81302494498959277 0, 72935.70433055884495843 73891.21288764703786001 0, 72920.53344404457311612 73891.97306155778642278 0, 72916.61491707651293837 73893.32337047817418352 0, 72909.53681994260114152 73895.76392882318759803 0, 72909.47907322939136066 73895.85394941788399592 0, 72908.24164366052718833 73895.91396314767189324 0, 72900.31384488934418187 73900.22494940464093816 0, 72888.7232545943261357 73906.53639332145394292 0, 72903.46516552471439354 73910.55731321773782838 0, 72935.32485215771885123 73914.34818048313900363 0, 72935.53933994965336751 73914.22815302354865707 0, 72936.08380895995651372 73914.34818048313900363 0, 72946.32972579014312942 73912.45774799458740745 0, 72948.60659619685611688 73910.93740017310483381 0, 72951.25469547422835603 73909.79713930700381752 0, 72960.71690691080584656 73911.85761069663567469 0)))",148,BK_070108118,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108118.pdf,F,45,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108118 (BK10),F_BK_070108118,yes,1057.886,Wet meadows
"MultiPolygonZ (((71734.45720228890422732 73636.66465272006462328 0, 71736.42059053816774394 73632.45368934608995914 0, 71744.51337991854234133 73615.1197237235319335 0, 71744.58762569267128129 73614.9496848224371206 0, 71757.29190259966708254 73577.64114946633344516 0, 71758.15810329787200317 73575.24060027452651411 0, 71753.88484652007173281 73574.29038288610172458 0, 71748.08542660732928198 73570.09942408872302622 0, 71751.94620686217967886 73559.78706485222210176 0, 71763.78428307097055949 73530.93046310894715134 0, 71772.47928817485808395 73535.3714791138045257 0, 71775.54811350563250016 73526.83952719457738567 0, 71776.17507782053144183 73522.06843567584292032 0, 71776.17507782053144183 73522.03842881094897166 0, 71778.72418273238872644 73502.63398951044655405 0, 71768.00804266602790449 73489.93108337043668143 0, 71762.85208612910355441 73483.17953876845422201 0, 71752.13594606274273247 73476.43799645476974547 0, 71741.8157834584126249 73462.1447264751768671 0, 71741.88177970208926126 73459.80419101317238528 0, 71729.02076171636872459 73455.80327569346991368 0, 71707.70397501008119434 73449.77189584904408548 0, 71697.75504127641033847 73446.57116359329666011 0, 71697.87053470284445211 73446.24108807941956911 0, 71698.15101873845560476 73445.39089357398916036 0, 71662.66978823390672915 73437.17901488031202462 0, 71635.46283677982864901 73427.77686387904395815 0, 71635.24009945742727723 73428.45701948339410592 0, 71632.7487412587943254 73428.80709957386716269 0, 71627.4195445822115289 73426.67661216613487341 0, 71618.18831999848771375 73423.12579981989983935 0, 71616.43117001070640981 73422.29560989106539637 0, 71613.08186064432084095 73427.03669454490591306 0, 71610.80499023760785349 73431.99782954131660517 0, 71609.53456254690536298 73434.77846568850509357 0, 71608.7591066837485414 73437.09899657392816152 0, 71632.41051050995883998 73447.98148624348687008 0, 71653.99953172140521929 73458.61391870555235073 0, 71671.39779145961801987 73470.85671958381135482 0, 71680.10104609395784792 73478.26841521353344433 0, 71679.12760149978566915 73485.68011084325553384 0, 71678.22015314929012675 73486.24023898801533505 0, 71688.63106058866833337 73491.91153645367012359 0, 71688.49081857086275704 73492.51167375163640827 0, 71684.07731977524235845 73510.93588879880553577 0, 71697.82103752008697484 73514.67674462271679658 0, 71705.87257924815639853 73518.86770342009549495 0, 71714.57583388249622658 73524.34895740805950481 0, 71714.57583388249622658 73532.08072626336070243 0, 71711.35026747299707495 73539.81249511866190005 0, 71702.97699405702587683 73540.78271708369720727 0, 71693.63027604686794803 73536.91183151189761702 0, 71682.3531679092993727 73533.05094822839600965 0, 71679.0451061952044256 73531.94069422717439011 0, 71667.37202059559058398 73580.631833667808678 0, 71664.31144479526847135 73593.41475811421696562 0, 71674.301626181229949 73589.11377414554590359 0, 71677.74992991313047241 73583.92258651825250126 0, 71678.16240643608034588 73583.3124469319882337 0, 71680.74450946977594867 73578.15126616958878003 0, 71686.86566107042017393 73574.93052933724538889 0, 71691.37815423154097516 73576.22082452784525231 0, 71691.69988591944274958 73582.02215174138837028 0, 71692.021617607344524 73592.97465742904751096 0, 71689.11778288574714679 73602.64687021439021919 0, 71682.67489959720114712 73611.66893426029128022 0, 71675.91028462075337302 73617.46025918555096723 0, 71659.57621431174629834 73613.19928437008638866 0, 71652.6796068479452515 73641.98587009524635505 0, 71700.53513304113585036 73651.05794558265188243 0, 71700.72487224168435205 73651.20797990713617764 0, 71706.78827712911879644 73655.81903481307381298 0, 71710.06334072137542535 73647.42711493003298528 0, 71709.09814565767010208 73634.21409208675322589 0, 71707.15950599977804814 73620.04084956675069407 0, 71708.77641396976832766 73609.4084171046706615 0, 71712.95892591252049897 73595.23517458466812968 0, 71717.4714190736413002 73585.56296179932542145 0, 71724.56601526845770422 73577.83119294402422383 0, 71728.75677674167673104 73575.80072841927176341 0, 71733.90448374814877752 73578.48134168346587103 0, 71738.73870859717135318 73588.7836986316688126 0, 71742.28600669458683114 73597.80576267756987363 0, 71740.99083041251287796 73602.9669434399693273 0, 71737.13005015764792915 73607.79804868849168997 0, 71727.78333214750455227 73612.62915393702860456 0, 71719.41005873153335415 73617.46025918555096723 0, 71716.82795569783775136 73622.30136672237131279 0, 71716.1844923220196506 73627.13247197089367546 0, 71716.82795569783775136 73629.38298683823086321 0, 71722.30564392266387586 73632.28365044499514624 0, 71734.45720228890422732 73636.66465272006462328 0)))",141,BK_070108097,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108097.pdf,F,38,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108097 (BK10),F_BK_070108097,yes,15023.564,Wet meadows
"MultiPolygonZ (((72459.16195405904727522 73082.01776195144338999 0, 72456.47260712938441429 73078.42694045201642439 0, 72456.47260712938441429 73072.79565213955356739 0, 72457.1985658097837586 73069.39487411781738047 0, 72440.32002649048808962 73063.16344850740279071 0, 72419.56420785540831275 73058.70242792594945058 0, 72362.26296928657393437 73037.25752181241114158 0, 72362.26296928657393437 73033.77672548427653965 0, 72353.89794540105503984 73030.4759703455347335 0, 72358.71567118917300832 73018.94333193651982583 0, 72349.31120646580529865 73004.84010543461772613 0, 72345.76390836838982068 73003.70984685680014081 0, 72317.64125903336389456 73005.26020154319121502 0, 72294.00635426807275508 73007.51071641051385086 0, 72267.73984928632853553 73007.13062945513229351 0, 72222.71391204060637392 73009.7612312778364867 0, 72216.61750903134816326 73008.24088345635391306 0, 72214.56337594702199567 73009.83124729593691882 0, 72214.54687688611738849 73009.63120152994815726 0, 72198.10556268114305567 73013.06198641657829285 0, 72175.88132762435998302 73015.83262027546879835 0, 72171.56682319425453898 73014.71236398594919592 0, 72164.09274859831202775 73014.56232966146490071 0, 72151.33897450855874922 73011.93172783876070753 0, 72138.24696966998453718 73007.30066835622710641 0, 72129.4447206701443065 73001.25928622348874342 0, 72103.97842014292837121 72988.29632058770221192 0, 72104.14341075210541021 73000.00900018609536346 0, 72109.77784005567082204 73011.64166147809009999 0, 72113.1518980134424055 73018.01311912469100207 0, 72123.28232141719490755 73025.51483534910948947 0, 72132.28255914806504734 73030.39595203913631849 0, 72137.91698845163045917 73031.89629528402292635 0, 72149.16934799782757182 73036.39732501866819803 0, 72158.92854253092082217 73041.27844170869502705 0, 72164.27423826842277776 73045.28935931668092962 0, 72172.04529596088104881 73048.63012360862921923 0, 72176.18656025134259835 73049.91041651093109977 0, 72187.438919797539711 73053.28118766775878612 0, 72190.60673949382908177 73056.45191305861226283 0, 72192.52888009080197662 73057.14207095126039349 0, 72221.88070946423977148 73058.20231351097754668 0, 72223.57186320835899096 73057.97226088009483647 0, 72223.36562494687677827 73057.16207552785635926 0, 72223.8605967744224472 73057.59217392472783104 0, 72247.78423510577704292 73053.09114419008255936 0, 72261.78368829486134928 73048.35005953624204267 0, 72262.36940495745511726 73050.34051490778801963 0, 72262.8396281936293235 73050.25049431309162173 0, 72263.96981386651168577 73050.5305583854787983 0, 72265.18249484400439542 73048.38006640113599133 0, 72290.58279912754369434 73046.39961331790254917 0, 72311.21487480572250206 73048.38006640113599133 0, 72342.57134008072898723 73056.71197255440347362 0, 72342.91782036001677625 73056.36189246393041685 0, 72358.9136599201883655 73064.91384895976807456 0, 72383.29927195725031197 73078.42694045201642439 0, 72422.69902942987391725 73098.31148959088022821 0, 72443.61983867411618121 73108.30377560180204455 0, 72459.16195405904727522 73082.01776195144338999 0)))",142,BK_070108101,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108101.pdf,F,39,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108101 (BK10),F_BK_070108101,yes,13475.771,Wet meadows
"MultiPolygonZ (((72860.60060525928565767 73788.41937079590570647 0, 72849.98345955843979027 73787.27910992979013827 0, 72838.97858592601551209 73789.17954470663971733 0, 72832.60994841159845237 73793.89062249558628537 0, 72831.85924113981309347 73823.15731805910763796 0, 72831.85924113981309347 73823.22733407720807008 0, 72850.74241636067745276 73825.96796107119007502 0, 72864.0159108693478629 73830.13891529197280761 0, 72874.25357816908217501 73832.79952397957094945 0, 72876.84393073323008139 73833.42966814241663087 0, 72878.4690882336726645 73833.81975738608161919 0, 72879.62402249794104137 73801.22229981890995987 0, 72879.69001874161767773 73799.25184902395994868 0, 72879.18679738361970522 73798.28162705893919338 0, 72877.04191946424543858 73797.65148289609351195 0, 72872.74391409505915362 73796.38119228208961431 0, 72865.53382447382318787 73791.06997719519131351 0, 72860.60060525928565767 73788.41937079590570647 0)))",143,BK_070108104,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108104.pdf,F,40,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108104 (BK10),F_BK_070108104,yes,1739.238,Wet meadows
"MultiPolygonZ (((71936.85118257222347893 73746.05967984868038911 0, 71940.89345249717007391 73744.37929541441553738 0, 71942.76609591138549149 73738.44793845296953805 0, 71943.21982008664053865 73737.02761351448134519 0, 71945.92566607722255867 73731.2362885892362101 0, 71948.13654024025890976 73725.92507350235246122 0, 71947.90555338740523439 73725.1949064564978471 0, 71947.85605620464775711 73725.04487213201355189 0, 71951.13936932737124152 73717.51314904270111583 0, 71956.55106130853528157 73712.87208727185497992 0, 71960.80781902541639283 73709.78138018739991821 0, 71965.4440551434236113 73705.33036189424456097 0, 71971.05373585560300853 73701.18941453835577704 0, 71971.13623116019880399 73700.93935733087710105 0, 71973.00887457441422157 73695.23805300032836385 0, 71974.13906024731113575 73691.80726811368367635 0, 71976.65516703733010218 73681.75496837297396269 0, 71976.82840717697399668 73681.5749271835811669 0, 71976.91090248156979214 73681.49490887718275189 0, 71976.84490623789315578 73678.85430476619512774 0, 71975.11250484148331452 73672.86293407496123109 0, 71974.33704897832649294 73669.77222699049161747 0, 71976.53967361091054045 73664.80108970578294247 0, 71981.29140315533732064 73654.10864351391501259 0, 71988.05601813179964665 73649.277538265378098 0, 71992.65100659750169143 73647.05703026294941083 0, 71980.21071466519788373 73635.05428430388565175 0, 71960.63457888577249832 73666.50147871664375998 0, 71959.03416997671592981 73670.8924832800112199 0, 71959.03416997671592981 73672.49284940789220855 0, 71959.52914180426159874 73673.71312858039163984 0, 71952.30255312209192198 73671.89271210992592387 0, 71926.01129954897623975 73661.46032541383465286 0, 71913.79374493907380383 73657.00930712067929562 0, 71892.79868992068804801 73692.70747406061855145 0, 71895.88401431238162331 73694.19781501720717642 0, 71906.46816189138917252 73699.30898433810216375 0, 71910.93940740021935198 73701.46947861074295361 0, 71918.39698293524270412 73704.92026807396905497 0, 71921.37506343096902128 73706.30058385926531628 0, 71929.30286220215202775 73709.58133442141115665 0, 71931.53023542610753793 73711.26171885567600839 0, 71931.81071946171869058 73711.32173258547845762 0, 71936.83468351130431984 73717.70319252037734259 0, 71938.85581847377761733 73721.74411699327174574 0, 71938.57533443816646468 73723.69456321161123924 0, 71936.64494431074126624 73729.68593390285968781 0, 71930.79602721525589004 73742.51886979075788986 0, 71930.40829928367747925 73743.13901166530558839 0, 71932.97390325645392295 73745.53956085712707136 0, 71936.25721637916285545 73746.30973705615906511 0, 71936.85118257222347893 73746.05967984868038911 0)))",144,BK_070108109,BK10,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108109.pdf,F,41,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108109 (BK10),F_BK_070108109,yes,3894.437,Wet meadows
"MultiPolygonZ (((73222.23527199441741686 74142.78044066084839869 0, 73238.05787141494511161 74126.3866901384171797 0, 73238.17336484137922525 74126.26666267882683314 0, 73212.59982041819603182 74107.41234923478623386 0, 73207.72434791686828248 74103.83153002365725115 0, 73205.37323173602635507 74102.02111584150406998 0, 73199.54906323191244155 74097.53008839515678119 0, 73189.2289006275968859 74088.79809070992632769 0, 73174.9407138724491233 74072.13427840342046693 0, 73153.11245627769676503 74058.24109995579055976 0, 73136.15142165380530059 74049.58912057697307318 0, 73132.15864891161618289 74057.95103359511995222 0, 73147.97299880169157404 74069.31363310304004699 0, 73144.79692957493534777 74077.57552323819254525 0, 73145.43214342028659303 74083.28682985705381725 0, 73159.40684801798488479 74094.39937215749523602 0, 73165.75898647148278542 74103.29140645550796762 0, 73150.65409620088757947 74120.13525995140662417 0, 73188.11521401561913081 74149.00186398296500556 0, 73190.20234522176906466 74145.52106765483040363 0, 73204.17704981946735643 74129.63743383566907141 0, 73222.23527199441741686 74142.78044066084839869 0)))",116,BK_070112291,BK11,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070112291.pdf,F,23,616,STRASSEN,10,BERTRANGE,BERTRANGE,34,BERTRANGE,O,BK_070112291 (BK11),F_BK_070112291,yes,3891.311,Shallow marshes
"MultiPolygonZ (((73027.48860644667001907 73964.79972266443655826 0, 73024.14754661075130571 73963.45941603234678041 0, 73023.71032149641541764 73963.65946179832099006 0, 73020.29501588635321241 73966.3200704859191319 0, 73016.87971027629100718 73967.45032906373671722 0, 73014.982318270689575 73966.69015515298815444 0, 73011.56701266062736977 73964.41963570906955283 0, 73010.428577457278152 73962.51920093221997377 0, 73010.80805585838970728 73960.24868148828682024 0, 73010.07384764753805939 73957.80812314327340573 0, 72989.86249802276142873 73949.67626275600923691 0, 72989.86249802276142873 73949.66626046771125402 0, 72985.39950204439810477 73943.17477536150545347 0, 72982.25643093948019668 73944.48507512871583458 0, 72981.97594690386904404 73944.27502707442909013 0, 72981.98419643433589954 73944.31503622762102168 0, 72985.02002364328654949 73949.24616435913776513 0, 72992.60134213518176693 73953.79720553528750315 0, 73002.84725896536838263 73957.96815975607023574 0, 73007.01327184721594676 73959.48850757755280938 0, 73007.39275024832750205 73962.51920093221997377 0, 73008.91066385280282702 73965.17980961980356369 0, 73012.70544786399113946 73969.35076384058629628 0, 73015.74127507292723749 73970.49102470670186449 0, 73019.15658068298944272 73970.11093775132030714 0, 73024.46927829865308013 73966.3200704859191319 0, 73027.48860644667001907 73964.79972266443655826 0)))",120,BK_070108179,6430,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108179.pdf,F,27,616,STRASSEN,10,BERTRANGE,BERTRANGE,34,BERTRANGE,O,BK_070108179 (6430),F_BK_070108179,yes,158.768,Shallow marshes
"MultiPolygonZ (((71078.17405614646850154 73093.16031111677875742 0, 71076.25191554949560668 73088.95935003110207617 0, 71072.77061369575676508 73079.21712122765893582 0, 71071.02996276889462024 73072.95568875233584549 0, 71068.59635128345689736 73070.86521049779548775 0, 71066.5092200773069635 73069.82497251468885224 0, 71062.6814379442948848 73073.65584893328195903 0, 71061.64199710644606967 73079.21712122765893582 0, 71063.72912831259600352 73085.82863379344053101 0, 71066.5092200773069635 73092.09006626876362134 0, 71069.64404165175801609 73096.26102048953180201 0, 71073.15009209688287228 73100.14190834962937515 0, 71074.85774490190669894 73097.65133856312604621 0, 71078.17405614646850154 73093.16031111677875742 0)),((71043.34453854819003027 73045.89949890293064527 0, 71035.90346207408583723 73048.61011903201870155 0, 71032.07567994107375853 73051.39075517920718994 0, 71029.64206845563603565 73056.26186958093603607 0, 71028.89136118386522867 73065.05388099595438689 0, 71034.85577170578471851 73065.30393820343306288 0, 71038.33707355952356011 73063.21345994889270514 0, 71038.33707355952356011 73056.26186958093603607 0, 71038.33707355952356011 73053.13115334327449091 0, 71042.16485569253563881 73051.04067508873413317 0, 71044.25198689868557267 73048.61011903201870155 0, 71043.34453854819003027 73045.89949890293064527 0)))",121,BK_070108019,BK04,01/01/2014,31/12/2100,1,http://10.110.23.25:9000/files/biotopes_fiches_descriptives/BK_070108019.pdf,F,1,616,STRASSEN,10,BERTRANGE,BERTRANGE,36,FERMES (LORENTZSCHEIER),O,BK_070108019 (BK04),F_BK_070108019,yes,421.62,Deep marshes
